# iata code; latitude; longitude; airport name
EBB;0.0408;32.4405;Entebbe International Airport;UG
EBD;13.1529;30.2327;El Obeid Airport;SD
EBH;33.6861;1.0139;El Bayadh Airport;DZ
EBJ;55.5264;8.5525;Esbjerg Airport;DK
EBL;36.2376;43.9632;Erbil International Airport;IQ
EBM;31.7167;9.2667;El Borma Airport;TN
EBO;4.6000;168.7500;Ebon Airport;MH
EBU;45.5342;4.2972;Saint-Étienne-Bouthéon Airport;FR
ECA;-50.2803;-72.0532;Iosco County Airport;US
ECG;36.2606;-76.1746;Elizabeth City Regional Airport & Coast Guard Air Station;US
ECH;-36.1567;144.7617;Echuca Airport;AU
ECN;35.1489;33.4997;Ercan International Airport;CY
ECP;30.3582;-85.7956;Northwest Florida Beaches International Airport;US
EDA;55.9540;-133.6580;Edna Bay Seaplane Base;US
EDB;18.0250;30.9583;El Debba Airport;SD
EDF;61.2531;-149.7939;Elmendorf Air Force Base;US
EDI;55.9500;-3.3725;Edinburgh Airport;GB
EDL;0.4045;35.2389;Eldoret International Airport;KE
EDM;46.7025;-1.3817;La Roche-sur-Yon Airport;FR
EDO;39.5614;27.0247;Balıkesir Körfez Airport;TR
EDR;-14.8967;141.6094;Pormpuraaw Airport;AU
EDW;34.9054;-117.8837;Edwards Air Force Base;US
EED;34.7667;-114.6233;Needles Airport;US
EEK;60.2184;-162.0235;Eek Airport;US
EFD;29.6073;-95.1587;Ellington Airport;US
EFG;-9.1500;147.6500;Efogi Airport;PG
EFL;38.1200;20.5006;Kefallinia Airport;GR
EGC;44.8244;0.5206;Bergerac-Roumanière Airport;FR
EGE;39.6425;-106.9176;Eagle County Regional Airport;US
EGM;-8.5667;157.8667;Sege Airport;SB
EGN;13.4835;22.4725;Geneina Airport;SD
EGO;50.6433;36.5917;Belgorod International Airport;RU
EGS;65.2833;-14.4014;Egilsstaðir Airport;IS
EGV;45.9323;-89.2683;Eagle River Union Airport;US
EGX;58.1855;-157.3754;Egegik Airport;US
EHL;-41.9667;-71.5167;El Bolson Airport;AR
EHM;58.6465;-162.0628;Cape Newenham LRRS Airport;US
EIE;58.4742;92.1125;Yeniseysk Airport;RU
EIK;46.6700;38.1800;Yeysk Airport;RU
EIL;64.6657;-147.1015;Eielson Air Force Base;US
EIN;51.4500;5.3744;Eindhoven Airport;NL
EIS;18.4458;-64.5411;Terrance B. Lettsome International Airport;VG
EJA;7.0244;-73.8069;Yariguíes Airport;CO
EJH;26.1986;36.4761;Al Wajh Domestic Airport;SA
EJT;6.1333;171.9167;Enejit Airport;MH
EKA;40.8056;-124.1156;Murray Field;US
EKB;51.5900;75.2200;Ekibastuz Airport;KZ
EKI;37.0007;-101.8800;Elkhart Municipal Airport;US
EKN;38.8900;-79.8567;Elkins-Randolph Co-Jennings Randolph Field;US
EKO;40.8249;-115.7917;Elko Regional Airport;US
EKS;49.1830;142.0830;Shakhtyorsk Airport;RU
EKT;59.3522;16.7083;Eskilstuna Airport;SE
ELC;-12.0208;135.5722;Elcho Island Airport;AU
ELD;33.2210;-92.8133;South Arkansas Regional At Goodwin Field;US
ELF;13.6149;25.3246;El Fasher Airport;SD
ELG;30.5689;2.8647;El Golea Airport;DZ
ELH;25.4749;-76.6835;North Eleuthera Airport;BS
ELI;64.6150;-162.2705;Elim Airport;US
ELL;-23.7261;27.6878;Ellisras Matimba Airport;ZA
ELM;42.1599;-76.8916;Elmira Corning Regional Airport;US
ELO;47.8250;-91.8300;El Dorado Airport;AR
ELP;31.8067;-106.3778;El Paso International Airport;US
ELQ;26.3028;43.7741;Gassim Airport;SA
ELS;-33.0347;27.8222;Ben Schoeman Airport;ZA
ELT;28.2089;33.6456;El Tor Airport;EG
ELU;33.5131;6.7825;Guemar Airport;DZ
ELV;58.1952;-136.3474;Elfin Cove Seaplane Base;US
ELY;39.2997;-114.8418;Ely Airport Yelland Field;US
EMA;52.8311;-1.3281;East Midlands Airport;GB
EMD;-23.5675;148.1806;Emerald Airport;AU
EME;53.3910;7.2256;Emden Airport;DE
EMK;62.7861;-164.4907;Emmonak Airport;US
EML;47.0933;8.3067;Emmen Air Base;CH
EMP;38.3317;-96.1917;Emporia Municipal Airport;US
ENA;60.5731;-151.2450;Kenai Municipal Airport;US
ENC;48.6922;6.2261;Nancy-Essey Airport;FR
ENE;-8.8493;121.6606;Ende (H Hasan Aroeboesman) Airport;ID
ENF;68.3644;23.4275;Enontekio Airport;FI
ENH;30.3203;109.4850;Enshi Airport;CN
ENI;11.2020;119.4170;El Nido Airport;PH
ENK;54.3989;-7.6517;St Angelo Airport;GB
ENL;38.5151;-89.0911;Centralia Municipal Airport;US
ENN;64.5473;-149.0740;Nenana Municipal Airport;US
ENO;-34.5631;-58.7903;Encarnación Airport;PY
ENS;52.2758;6.8892;Twente Airfield;NL
ENT;11.3400;162.3283;Eniwetok Airport;MH
ENU;5.4672;7.5589;Akanu Ibiam International Airport;NG
ENV;40.7186;-114.0308;Wendover Airport;US
ENY;36.6369;109.5539;Yan'an Ershilipu Airport;CN
EOH;6.2203;-75.5906;Enrique Olaya Herrera Airport;CO
EOI;59.1914;-2.7739;Eday Airport;GB
EOR;6.7333;-61.5833;El Dorado Airport;VE
EOZ;7.0597;-69.4967;Elorza Airport;VE
EPH;47.3075;-119.5158;Ephrata Municipal Airport;US
EPL;48.3250;6.0667;Épinal-Mirecourt Airport;FR
EPR;-33.6858;121.8211;Esperance Airport;AU
EPU;58.4190;24.4728;Pärnu Airport;EE
EQS;-42.9333;-71.1442;Brigadier Antonio Parodi Airport;AR
ERC;39.7131;39.5206;Erzincan Airport;TR
ERF;50.9797;10.9581;Erfurt Airport;DE
ERH;31.9482;-4.4007;Moulay Ali Cherif Airport;MA
ERI;42.0819;-80.1761;Erie International Tom Ridge Field;US
ERL;43.6600;112.0000;Erenhot Saiwusu International Airport;CN
ERM;-27.6619;-52.2683;Erechim Airport;BR
ERN;-6.6667;-69.9167;Eirunepé Airport;BR
ERS;-22.6075;17.0792;Eros Airport;NA
ERZ;39.9561;41.1694;Erzurum International Airport;TR
ESB;40.1281;32.9950;Esenboğa International Airport;TR
ESC;45.7227;-87.0937;Delta County Airport;US
ESD;48.7082;-122.9105;Orcas Island Airport;US
ESE;31.7947;-116.6008;Ensenada Airport;MX
ESF;31.3947;-92.2958;Esler Regional Airport;US
ESH;50.8356;-0.2972;Shoreham Airport;GB
ESK;39.7822;30.5828;Eskişehir Air Base;TR
ESL;46.3733;44.3317;Elista Airport;RU
ESM;0.9786;-79.6267;General Rivadeneira Airport;EC
ESR;-26.3133;-69.7658;Ricardo García Posada Airport;CL
ESS;-37.7281;144.9019;Essen Mulheim Airport;DE
ESU;31.3972;-9.6819;Mogador Airport;MA
ETH;29.5594;34.9592;Eilat Airport;IL
ETR;3.4330;-79.9830;Santa Rosa International Airport;EC
ETZ;48.9783;6.2467;Metz-Nancy-Lorraine Airport;FR
EUA;-21.3783;-174.9575;Kaufana Airport;TO
EUG;44.1245;-123.2120;Mahlon Sweet Field;US
EUN;27.1517;-13.2192;Hassan I Airport;EH
EUX;17.4924;-62.9750;F. D. Roosevelt Airport;BQ
EVE;68.4889;16.6783;Harstad-Narvik Airpt;NO
EVG;62.0478;14.4242;Sveg Airport;SE
EVN;40.1473;44.3959;Zvartnots International Airport;AM
EVV;38.0370;-87.5324;Evansville Regional Airport;US
EVX;49.0286;1.2200;Évreux-Fauville (BA 105) Air Base;FR
EWB;41.6825;-70.9617;New Bedford Regional Airport;US
EWN;35.0731;-77.0431;Coastal Carolina Regional Airport;US
EWR;40.6925;-74.1687;Newark Liberty International Airport;US
EXI;58.4205;-135.4490;Excursion Inlet Seaplane Base;US
EXT;50.7344;-3.4139;Exeter International Airport;GB
EYK;63.6800;66.6800;Beloyarskiy Airport;RU
EYP;5.3191;-72.3841;El Yopal Airport;CO
EYW;24.5562;-81.7595;Key West International Airport;US
EZE;-34.8222;-58.5358;Ministro Pistarini International Airport;AR
EZS;38.6050;39.2939;Elazığ Airport;TR
EZV;63.5600;65.0300;Berezovo Airport;RU
FAA;10.0060;-10.7599;Faranah Airport;GN
FAB;51.2758;-0.7764;Farnborough Airport;GB
FAC;-16.6867;-145.3328;Faaite Airport;PF
FAE;62.0636;-7.2772;Vagar Airport;FO
FAH;32.3656;62.1651;Farah Airport;AF
FAI;64.8137;-147.8597;Fairbanks International Airport;US
FAK;-16.0500;-145.6500;False Island Seaplane Base;US
FAN;58.1003;6.6250;Lista Airport;NO
FAO;37.0144;-7.9659;Faro Airport;PT
FAR;46.9207;-96.8158;Hector International Airport;US
FAT;36.7762;-119.7181;Fresno Yosemite International Airport;US
FAV;-16.0542;-145.6570;Fakarava Airport;PF
FAY;34.9911;-78.8803;Fayetteville Regional Grannis Field;US
FBA;-2.5315;-66.0714;Fonte Boa Airport;BR
FBD;37.1219;70.5186;Fayzabad Airport;AF
FBE;-26.0589;-53.0633;Francisco Beltrão Airport;BR
FBK;64.8365;-147.6168;Ladd AAF Airfield;US
FBM;-11.5913;27.5309;Lubumbashi International Airport;CD
FBS;48.5436;-123.0061;Friday Harbor Seaplane Base;US
FCA;48.3105;-114.2560;Glacier Park International Airport;US
FCN;53.7683;8.6642;Nordholz Naval Airbase;DE
FCO;41.8003;12.2389;Leonardo da Vinci–Fiumicino Airport;IT
FCS;38.6784;-104.7566;Butts AAF (Fort Carson) Air Field;US
FDE;61.3911;5.7569;Førde Airport;NO
FDF;14.5922;-60.9964;Martinique Aimé Césaire International Airport;MQ
FDH;47.6713;9.5115;Friedrichshafen Airport;DE
FDK;39.4178;-77.3744;Frederick Municipal Airport;US
FDY;41.0120;-83.6686;Findlay Airport;US
FEC;-12.2025;-38.9061;João Durval Carneiro Airport;BR
FEG;40.3583;71.7450;Fergana International Airport;UZ
FEL;48.2057;11.2670;Fürstenfeldbruck Airport;DE
FEN;-3.8500;-32.4167;Fernando de Noronha Airport;BR
FEP;42.2462;-89.5820;Albertus Airport;US
FEZ;33.9272;-4.9792;Saïss Airport;MA
FFD;51.6833;-1.7833;RAF Fairford;GB
FGD;22.6667;-12.7333;Fderik Airport;MR
FGU;-15.8231;-140.8833;Fangatau Airport;PF
FHU;31.5885;-110.3444;Sierra Vista Municipal Libby Army Air Field;US
FHZ;-15.9922;-140.1647;Fakahina Airport;PF
FIH;-4.3856;15.4447;Ndjili International Airport;CD
FJR;25.1097;56.3306;Fujairah International Airport;AE
FKB;48.7794;8.0805;Karlsruhe Baden-Baden Airport;DE
FKI;0.4817;25.3380;Bangoka International Airport;CD
FKJ;36.1428;136.2239;Fukui Airport;JP
FKL;41.3778;-79.8603;Venango Regional Airport;US
FKQ;-2.9202;132.2670;Fakfak Airport;ID
FKS;37.2275;140.4281;Fukushima Airport;JP
FLA;1.5889;-75.5639;Gustavo Artunduaga Paredes Airport;CO
FLB;-6.8458;-43.0775;Cangapara Airport;BR
FLG;35.1386;-111.6711;Flagstaff Pulliam Airport;US
FLL;26.0727;-80.1527;Fort Lauderdale Hollywood International Airport;US
FLN;-27.6703;-48.5522;Hercílio Luz International Airport;BR
FLO;34.1854;-79.7239;Florence Regional Airport;US
FLR;43.8097;11.2039;Peretola Airport;IT
FLS;-40.0903;147.9933;Flinders Island Airport;AU
FLV;39.3683;-94.9150;Sherman Army Air Field;US
FLW;39.4580;-31.1321;Flores Airport;PT
FMA;-26.2128;-58.2281;Formosa Airport;AR
FMH;41.6583;-70.5217;Cape Cod Coast Guard Air Station;US
FMI;-5.8755;29.2494;Kalemie Airport;CD
FMM;47.9888;10.2395;Memmingen Allgau Airport;DE
FMN;36.7420;-108.2298;Four Corners Regional Airport;US
FMO;52.1346;7.6848;Münster Osnabrück Airport;DE
FMY;26.5867;-81.8633;Page Field;US
FNA;8.6165;-13.1956;Lungi International Airport;SL
FNB;53.6037;13.3101;Neubrandenburg Airport;DE
FNC;32.6942;-16.7781;Madeira Airport;PT
FNE;-8.5500;147.0830;Fane Airport;PG
FNI;43.7575;4.4164;Nîmes-Arles-Camargue Airport;FR
FNJ;39.2436;125.6758;Pyongyang Sunan International Airport;KP
FNL;40.4518;-105.0113;Fort Collins Loveland Municipal Airport;US
FNT;42.9654;-83.7436;Bishop International Airport;US
FOA;38.6649;-88.4530;Foula Airport;GB
FOC;25.9333;119.6617;Fuzhou Changle International Airport;CN
FOD;42.5512;-94.1918;Fort Dodge Regional Airport;US
FOE;38.9509;-95.6636;Topeka Regional Airport - Forbes Field;US
FOG;41.4339;15.5358;Foggia ""Gino Lisa"" Airport;IT
FOM;5.6444;10.7564;Foumban Nkounja Airport;CM
FON;10.4744;-84.5817;Arenal Airport;CR
FOR;-3.7761;-38.5325;Pinto Martins International Airport;BR
FOS;-30.8394;128.1136;Forrest Airport;AU
FPO;26.5587;-78.6956;Grand Bahama International Airport;BS
FPR;27.4950;-80.3683;St Lucie County International Airport;US
FRA;50.0333;8.5705;Frankfurt am Main International Airport;DE
FRB;-33.3633;147.9350;Forbes Airport;AU
FRC;-20.5897;-47.3819;Franca Airport;BR
FRD;48.5220;-123.0244;Friday Harbor Airport;US
FRE;-8.1075;159.5772;Fera/Maringe Airport;SB
FRG;40.7288;-73.4134;Republic Airport;US
FRL;44.1964;12.0706;Forlì Airport;IT
FRO;61.5836;5.0247;Florø Airport;NO
FRS;16.9233;-89.8700;Mundo Maya International Airport;GT
FRU;43.0617;74.4783;Manas International Airport;KG
FRW;-21.1608;27.4821;Francistown Airport;BW
FRZ;51.1145;9.2858;Fritzlar Airport;DE
FSC;41.5022;9.0967;Figari Sud-Corse Airport;FR
FSD;43.5820;-96.7419;Joe Foss Field Airport;US
FSK;37.7984;-94.7694;Fort Scott Municipal Airport;US
FSM;35.3366;-94.3674;Fort Smith Regional Airport;US
FSP;46.7632;-56.1743;St Pierre Airport;PM
FSS;57.6500;-3.5517;RAF Kinloss;GB
FSZ;34.7961;138.1894;Mt. Fuji Shizuoka Airport;JP
FTA;-19.5164;170.2319;Futuna Airport;VU
FTE;-50.2803;-72.0531;El Calafate Airport;AR
FTK;37.9071;-85.9720;Godman Army Air Field;US
FTU;-25.0381;46.9561;Tôlanaro Airport;MG
FTW;32.8198;-97.3624;Fort Worth Meacham International Airport;US
FTY;33.7792;-84.5222;Fulton County Airport Brown Field;US
FUE;28.4527;-13.8638;Fuerteventura Airport;ES
FUG;32.8817;115.7339;Fuyang Xiguan Airport;CN
FUJ;32.6664;128.8328;Fukue Airport;JP
FUK;33.5844;130.4517;Fukuoka Airport;JP
FUN;-8.5250;179.1950;Funafuti International Airport;TV
FUO;23.0833;113.0708;Foshan Shadi Airport;CN
FUT;-14.3114;-178.0661;Pointe Vele Airport;WF
FVM;-0.3090;73.4320;Fuvahmulah Airport;MV
FWA;40.9785;-85.1951;Fort Wayne International Airport;US
FWH;32.7683;-97.4417;NAS Fort Worth JRB/Carswell Field;US
FXE;26.1973;-80.1707;Fort Lauderdale Executive Airport;US
FYT;17.9161;19.1089;Faya Largeau Airport;TD
FYU;66.5715;-145.2504;Fort Yukon Airport;US
FYV;36.0053;-94.1700;Drake Field;US
FZO;51.5194;-2.5908;Bristol Filton Airport;GB
GAD;33.9726;-86.0890;Northeast Alabama Regional Airport;US
GAE;33.8833;10.1167;Gabès Matmata International Airport;TN
GAF;34.4156;8.8136;Gafsa Ksar International Airport;TN
GAH;-25.6153;151.6228;Gayndah Airport;AU
GAJ;38.4119;140.3711;Yamagata Airport;JP
GAL;64.7362;-156.9373;Edward G. Pitka Sr Airport;US
GAM;63.7668;-171.7328;Gambell Airport;US
GAN;-0.6933;73.1556;Gan International Airport;MV
GAO;20.0853;-75.1583;Mariana Grajales Airport;CU
GAQ;16.2483;0.0058;Gao Airport;ML
GAU;26.1044;91.5886;Lokpriya Gopinath Bordoloi International Airport;IN
GAX;-2.7670;9.9830;Gamba Airport;GA
GAY;24.7481;84.9425;Gaya Airport;IN
GBB;40.8088;47.7252;Gabala International Airport;AZ
GBD;38.3443;-98.8592;Great Bend Municipal Airport;US
GBE;-24.5558;25.9189;Sir Seretse Khama International Airport;BW
GBJ;15.8686;-61.2722;Les Bases Airport;GP
GBT;36.9094;54.4014;Gorgan Airport;IR
GCC;44.3489;-105.5394;Gillette Campbell County Airport;US
GCH;30.3376;50.8280;Gachsaran Airport;IR
GCI;49.4350;-2.6020;Guernsey Airport;GG
GCJ;-25.9871;28.1405;Grand Central Airport;ZA
GCK;37.9275;-100.7243;Garden City Regional Airport;US
GCM;19.2924;-81.3592;Owen Roberts International Airport;KY
GCN;35.9523;-112.1470;Grand Canyon National Park Airport;US
GCW;35.9903;-113.8164;Grand Canyon West Airport;US
GDE;5.9351;43.5786;Gode Airport;ET
GDG;53.4667;125.8133;Magdagachi Airport;RU
GDL;20.5214;-103.3108;Don Miguel Hidalgo Y Costilla International Airport;MX
GDN;54.3776;18.4662;Gdańsk Lech Wałęsa Airport;PL
GDO;7.2333;-70.8000;Guasdalito Airport;VE
GDQ;12.5199;37.4340;Gonder Airport;ET
GDT;21.4445;-71.1423;JAGS McCartney International Airport;TC
GDV;47.1386;-104.8072;Dawson Community Airport;US
GDX;59.9100;150.7183;Sokol Airport;RU
GDZ;44.5703;38.0122;Gelendzhik Airport;RU
GEA;-22.2631;166.4681;Nouméa Magenta Airport;NC
GEC;35.2333;33.7328;Geçitkale Air Base;CY
GEG;47.6198;-117.5337;Spokane International Airport;US
GEL;-28.2817;-54.1683;Santo Ângelo Airport;BR
GEO;6.4989;-58.2544;Cheddi Jagan International Airport;GY
GER;21.8383;-82.7792;Rafael Cabrera Airport;CU
GES;6.1075;125.2328;General Santos International Airport;PH
GET;-28.7975;114.7061;Geraldton Airport;AU
GEV;67.1331;20.8122;Gällivare Airport;SE
GEY;44.5168;-108.0828;South Big Horn County Airport;US
GFA;47.5046;-111.1873;Malmstrom Air Force Base;US
GFF;-34.2517;146.0667;Griffith Airport;AU
GFK;47.9493;-97.1761;Grand Forks International Airport;US
GFL;43.3411;-73.6103;Floyd Bennett Memorial Airport;US
GFN;-29.7633;153.0286;Grafton Airport;AU
GFY;-19.6000;18.1333;Grootfontein Airport;NA
GGG;32.3840;-94.7115;East Texas Regional Airport;US
GGM;0.2664;34.7833;Kakamega Airport;KE
GGS;-48.7836;-70.1608;Gobernador Gregores Airport;AR
GGT;23.5626;-75.8780;Exuma International Airport;BS
GGW;48.2125;-106.6147;Wokal Field Glasgow International Airport;US
GHA;32.3817;3.7994;Noumérat - Moufdi Zakaria Airport;DZ
GHB;25.2847;-76.3310;Governor's Harbour Airport;BS
GHC;25.7383;-77.8401;Great Harbour Cay Airport;BS
GHE;8.0670;-78.3670;Garachiné Airport;PA
GHF;49.6483;9.9667;Giebelstadt Airport;DE
GHT;25.1369;10.1450;Ghat Airport;LY
GHU;-33.0108;-58.6125;Gualeguaychu Airport;AR
GIB;36.1500;-5.3500;Gibraltar Airport;GI
GIC;-9.2333;142.2183;Boigu Airport;AU
GIG;-22.8100;-43.2506;Rio Galeão – Tom Jobim International Airport;BR
GII;11.4011;-9.1868;Siguiri Airport;GN
GIL;35.9244;74.3403;Gilgit Airport;PK
GIR;4.2761;-74.7958;Santiago Vila Airport;CO
GIS;-38.6633;177.9783;Gisborne Airport;NZ
GIU;7.9558;80.7281;Sigiriya Air Force Base;LK
GIZ;16.9011;42.5858;Jizan Regional Airport;SA
GJA;16.4454;-85.9066;La Laguna Airport;HN
GJL;36.7944;5.8736;Jijel Ferhat Abbas Airport;DZ
GJM;-10.7881;-65.2811;Guajará-Mirim Airport;BR
GJT;39.1224;-108.5267;Grand Junction Regional Airport;US
GKA;-6.0844;145.3966;Goroka Airport;PG
GKE;50.9608;6.0425;Geilenkirchen Airport;DE
GKK;0.7308;73.4331;Kooddoo Airport;MV
GKN;62.1549;-145.4566;Gulkana Airport;US
GLA;55.8719;-4.4331;Glasgow International Airport;GB
GLD;39.3706;-101.6989;Renner Field-Goodland Municipal Airport;US
GLE;33.6514;-97.1969;Gainesville Municipal Airport;US
GLF;8.6538;-83.1805;Golfito Airport;CR
GLH;33.4828;-90.9856;Mid Delta Regional Airport;US
GLI;-29.6767;151.6917;Glen Innes Airport;AU
GLK;6.7808;47.4547;Galcaio Airport;SO
GLN;29.0267;-10.0503;Goulimime Airport;MA
GLO;51.8942;-2.1672;Gloucestershire Airport;GB
GLS;29.2653;-94.8604;Scholes International At Galveston Airport;US
GLT;-23.8714;151.2217;Gladstone Airport;AU
GLV;64.5505;-163.0072;Golovin Airport;US
GLZ;51.5681;4.9331;Gilze Rijen Air Base;NL
GMA;3.2667;19.7667;Gemena Airport;CD
GMB;8.1173;34.5634;Gambella Airport;ET
GME;52.5272;31.0183;Gomel Airport;BY
GMI;-6.2711;150.3306;Gasmata Island Airport;PG
GML;50.5983;30.1967;Gostomel Airport;UA
GMN;-42.4617;171.1900;Greymouth Airport;NZ
GMO;10.2894;11.1717;Gombe Lawanti International Airport;NG
GMP;37.5569;126.7975;Gimpo International Airport;KR
GMR;-23.0833;-134.8833;Totegegie Airport;PF
GMU;34.8481;-82.3500;Greenville Downtown Airport;US
GMZ;28.0296;-17.2146;La Goemra Airport;ES
GNA;53.6017;24.0550;Hrodna Airport;BY
GNB;45.3631;5.3328;Grenoble-Isère Airport;FR
GND;12.0039;-61.7861;Point Salines International Airport;GD
GNI;22.6744;121.4583;Lyudao Airport;TW
GNM;-14.2064;-42.7506;Guanambi Airport;BR
GNR;-38.9833;-67.6000;Dr. Arturo H. Illia Airport;AR
GNS;1.1664;97.7047;Binaka Airport;ID
GNT;35.1653;-107.9006;Grants-Milan Municipal Airport;US
GNU;59.1174;-161.5774;Goodnews Airport;US
GNV;29.6900;-82.2719;Gainesville Regional Airport;US
GNY;37.0919;38.8462;Şanlıurfa GAP Airport;TR
GOA;44.4131;8.8378;Genoa Cristoforo Colombo Airport;IT
GOH;64.1909;-51.6781;Godthaab / Nuuk Airport;GL
GOI;15.3797;73.8278;Dabolim Airport;IN
GOJ;56.2300;43.7833;Nizhny Novgorod Strigino International Airport;RU
GOM;-1.6709;29.2384;Goma International Airport;CD
GON;41.3300;-72.0451;Groton New London Airport;US
GOO;-28.5217;150.3200;Goondiwindi Airport;AU
GOP;26.7397;83.4497;Gorakhpur Airport;IN
GOQ;34.6333;98.8667;Golmud Airport;CN
GOT;57.6600;12.2911;Gothenburg-Landvetter Airport;SE
GOU;9.3367;13.3811;Garoua International Airport;CM
GOV;-12.2700;136.8183;Gove Airport;AU
GOZ;43.1517;25.7117;Gorna Oryahovitsa Airport;BG
GPA;38.1500;21.4167;Araxos Airport;GR
GPB;-25.3881;-51.5244;Tancredo Thomas de Faria Airport;BR
GPI;2.5701;-77.8986;Juan Casiano Airport;CO
GPO;-35.6875;-63.7417;General Pico Airport;AR
GPS;-0.4539;-90.2658;Seymour Airport;EC
GPT;30.4073;-89.0701;Gulfport Biloxi International Airport;US
GPZ;47.2111;-93.5098;Grand Rapids Itasca Co-Gordon Newstrom field;US
GRB;44.4851;-88.1296;Austin Straubel International Airport;US
GRF;47.0792;-122.5807;Gray Army Air Field;US
GRI;40.9675;-98.3096;Central Nebraska Regional Airport;US
GRJ;-34.0111;22.3806;George Airport;ZA
GRK;31.0672;-97.8289;Robert Gray  Army Air Field Airport;US
GRO;41.9010;2.7605;Girona Airport;ES
GRP;-11.7433;-49.1250;Gurupi Airport;BR
GRQ;53.1250;6.5833;Eelde Airport;NL
GRR;42.8808;-85.5228;Gerald R. Ford International Airport;US
GRS;42.7597;11.0719;Grosseto Air Base;IT
GRU;-23.4356;-46.4731;Guarulhos - Governador André Franco Montoro International Airport;BR
GRV;43.3330;45.7000;Grozny North Airport;RU
GRW;39.0922;-28.0298;Graciosa Airport;PT
GRX;37.1887;-3.7774;Federico Garcia Lorca Airport;ES
GRY;66.5547;-18.0175;Grímsey Airport;IS
GRZ;46.9931;15.4392;Graz Airport;AT
GSB;35.3393;-77.9607;Seymour Johnson Air Force Base;US
GSE;57.7756;11.8706;Gothenburg City Airport;SE
GSM;26.7519;55.8972;Gheshm Airport;IR
GSO;36.0977;-79.9373;Piedmont Triad International Airport;US
GSP;34.8956;-82.2188;Greenville Spartanburg International Airport;US
GSQ;22.5833;28.7161;Shark El Oweinat International Airport;EG
GST;58.4243;-135.7073;Gustavus Airport;US
GSU;14.1333;35.3167;Azaza Airport;SD
GTA;-8.7500;158.2000;Gatokae Airport;SB
GTB;44.0556;-75.7195;Genting Airport;MY
GTE;-13.9750;136.4600;Groote Eylandt Airport;AU
GTF;47.4820;-111.3707;Great Falls International Airport;US
GTO;0.6383;122.8522;Jalaluddin Airport;ID
GTR;33.4503;-88.5914;Golden Triangle Regional Airport;US
GTS;-26.9500;133.6000;Granite Downs Airport;AU
GTZ;-2.0169;34.2210;Kirawira B Aerodrome;TZ
GUA;14.5817;-90.5267;La Aurora Airport;GT
GUC;38.5339;-106.9330;Gunnison Crested Butte Regional Airport;US
GUH;-30.9611;150.2506;Gunnedah Airport;AU
GUI;10.5800;-62.3183;Guiria Airport;VE
GUJ;-22.7911;-45.2039;Guaratinguetá Airport;BR
GUL;-34.8089;149.7278;Goulburn Airport;AU
GUM;13.4839;144.7972;Antonio B Won Pat International;US
GUP;35.5111;-108.7893;Gallup Municipal Airport;US
GUQ;9.0167;-69.7333;Guanare Airport;VE
GUR;-10.3104;150.3341;Gurney Airport;PG
GUT;51.9237;8.3075;Gütersloh Air Base;DE
GUW;47.1219;51.8214;Atyrau Airport;KZ
GUY;36.6853;-101.5078;Guymon Municipal Airport;US
GUZ;-20.6500;-40.4917;Guarapari Airport;BR
GVA;46.2383;6.1094;Geneva Cointrin International Airport;CH
GVE;38.1567;-78.1650;Gordonsville Municipal Airport;US
GVN;48.5800;140.1800;Maygatka Airport.;RU
GVR;-18.8947;-41.9817;Coronel Altino Machado de Oliveira Airport;BR
GVT;33.0678;-96.0653;Majors Airport;US
GVX;60.5933;16.9514;Gävle Sandviken Airport;SE
GWD;25.2333;62.3295;Gwadar International Airport;PK
GWE;-19.4417;29.8583;Thornhill Air Base;ZW
GWL;26.2933;78.2278;Gwalior Airport;IN
GWO;33.4950;-90.0850;Greenwood–Leflore Airport;US
GWT;54.9116;8.3424;Westerland Sylt Airport;DE
GWY;53.3002;-8.9412;Galway Airport;IE
GXF;15.9636;48.7850;Sayun International Airport;YE
GXG;-7.7667;15.3000;Negage Airport;AO
GXH;34.8106;102.6447;Gannan Xiahe Airport;CN
GXQ;-45.5928;-72.1019;Teniente Vidal Airport;CL
GYA;-10.8217;-65.3458;Capitán de Av. Emilio Beltrán Airport;BO
GYD;40.4675;50.0467;Heydar Aliyev International Airport;AZ
GYE;-2.1581;-79.8839;José Joaquín de Olmedo International Airport;EC
GYI;-1.6772;29.2589;Gisenyi Airport;RW
GYL;-16.6369;128.4500;Argyle Airport;AU
GYM;27.9693;-110.9178;General José María Yáñez International Airport;MX
GYN;-16.6297;-49.2267;Santa Genoveva Airport;BR
GYP;-26.2833;152.7000;Gympie Airport;AU
GYR;33.4237;-112.3745;Phoenix Goodyear Airport;US
GYS;32.3911;105.7017;Guangyuan Airport;CN
GYY;41.6163;-87.4128;Gary Chicago International Airport;US
GZA;31.2464;34.2761;Yasser Arafat International Airport;PS
GZO;-8.0970;156.8630;Nusatupe Airport;SB
GZP;36.2992;32.3006;Gazipaşa Airport;TR
GZT;36.9489;37.4792;Gaziantep International Airport;TR
HAA;70.4867;22.1397;Hasvik Airport;NO
HAC;33.1150;139.7856;Hachijojima Airport;JP
HAD;56.6908;12.8200;Halmstad Airport;SE
HAE;36.1916;-113.0924;Lava Falls Heliport;US
HAH;-11.5365;43.2713;Prince Said Ibrahim International Airport;KM
HAJ;52.4602;9.6835;Hannover Airport;DE
HAK;19.9333;110.4567;Haikou Meilan International Airport;CN
